,word,count
2545,내내,2
2546,예약,2
2547,보신,2
2549,소감,2
2551,다큐,2
2553,단돈,2
2555,천원,2
2556,카메론,3
2557,카메론,3
2558,형님,2
2559,무궁,2
2560,감사,2
2562,최고,2
2563,나비,2
2565,행성,2
2566,다큐멘터리,5
2569,이유,2
2570,형형색색,4
2571,색감,2
2572,연출,2
2573,계속,2
2574,살짝,2
2575,졸음,2
2576,때문,2
2577,경이,2
2580,만족,2
2581,어머니,3
2582,극찬,2
2583,명작,2
2585,보람,2
2586,최고,2
2587,최고,2
2588,카메론,3
2589,카메론,3
2590,감독,2
2593,런가,2
2594,최고,2
2595,최고,2
2596,최고,2
2598,영상,2
2599,개꿀잼,3
2601,최고,2
2602,연출,2
2603,영상,2
2604,장관,2
2605,편도,2
2606,기대,2
2607,최고,2
2611,보구,2
2612,능가,2
2613,대작,2
2614,최고,2
2617,다시,2
2618,영상,2
2619,스토리,3
2620,긴박,2
2624,매우,2
2625,밍숭맹숭해,5
2626,시간,2
2627,가족,2
2628,방광,2
2629,파탄,2
2632,이상,2
2633,이해,2
2634,최고,2
2635,실제,2
2636,바다,2
2639,다른,2
2640,바다,2
2643,자체,2
2644,감동,2
2646,생리,2
2647,현상,2
2649,생리,2
2650,현상,2
2651,참고,2
2654,시간,2
2655,초고,2
2657,나비,2
2659,다큐멘터리,5
2661,느낌,2
2662,시간,2
2663,금방,2
2665,재미,2
2668,액션,2
2669,조금,2
2671,다음,2
2672,편도,2
2673,기대,2
2674,물개,2
2675,박수,2
2678,스토리,3
2681,인지,2
2682,잠시,2
2685,이자,2
2686,원툴,2
2687,화면,2
2689,무조건,3
2692,바다,2
2693,장면,2
2694,최고,2
2695,리얼,2
2696,심해,2
2697,공포증,3
2698,조금,2
2699,물의,2
2703,마지막,3
2704,시간,2
2705,어디,2
2706,인지,2
2709,제작,2
2710,이건,2
2711,테마,2
2712,파크,2
2714,극장,2
2716,의미,2
2717,시간,2
2718,시계,2
2720,인생,2
2723,이유,2
2724,눈뽕,2
2725,오지,2
2727,인간,2
2728,탐욕,2
2729,잔인함,3
2730,파괴,2
2731,살인,2
2732,밑바닥,3
2733,인격,2
2734,생각,2
2736,최고,2
2737,판도라,3
2738,인간,2
2739,폭력,2
2740,얼마나,3
2741,우주,2
2742,생명체,3
2743,파괴,2
2744,압도,2
2746,판도라,3
2747,위성,2
2748,올로,2
2750,촬영,2
2751,거지,2
2752,전편,2
2753,감동,2
2754,액션,2
2755,감성,2
2756,그대로,3
2757,완전,2
2759,압도,2
2761,감탄,2
2763,눈요기,3
2764,제대로,3
2766,탑건,2
2767,판도라,3
2768,바다,2
2769,툴쿤,2
2770,직접,2
2772,경험,2
2773,티나,2
2774,부분,2
2775,최고,2
2776,거의,2
2777,판도라,3
2778,바다,2
2780,시간,2
2781,영상,2
2782,아주,2
2783,전체,2
2784,스토리,3
2785,라인,2
2792,추천,2
2794,돌비,2
2795,시네마,3
2796,영상,2
2797,진가,2
2800,효과,2
2801,관보,2
2802,특별,2
2805,명작,2
2807,거장,2
2808,이야기,3
2809,내용,2
2810,글쎄,2
2811,극장,2
2813,전혀,2
2815,무방,2
2816,최고,2
2817,판도라,3
2819,무슨,2
2821,이해,2
2822,돌비,2
2823,시간,2
2825,카메론,3
2826,카메론,3
2827,다운,2
2828,다운,2
2829,기회,2
2830,부모님,3
2831,모시,2
2833,탄도,2
2835,기다림,3
2836,후회,2
2838,속편,2
2839,다시,2
2840,경이,2
2841,로움,2
2842,물속,2
2843,영상,2
2844,스토리,3
2845,그닥별루,4
2846,카메론,3
2847,대한,2
2848,대치,2
2849,이제,2
2851,발전,2
2852,대비,2
2853,년전,2
2854,스토리,3
2855,라인,2
2856,시간,2
2858,생각,2
2859,시간,2
2860,지나,2
2861,볼거리,3
2862,연출,2
2864,인간,2
2865,가증,2
2868,시선,2
2869,아메리칸,4
2870,건국,2
2871,신화,2
2872,압니,2
2873,감탄,2
2874,웅장,2
2875,뭉클,2
2876,스토리,3
2877,명성,2
2878,그닥,2
2879,수영,2
2881,싸움,2
2883,스토리,3
2886,로만,2
2887,영상,2
2890,스토리,3
2892,각본,2
2894,최선,2
2895,물의,2
2896,길이,2
2900,명작,2
2902,이상,2
2904,시간,2
2906,테마,2
2907,파크,2
2909,기분,2
2910,스토리,3
2913,가족,2
2914,무엇,2
2916,무엇,2
2920,제외,2
2921,최고,2
2922,길이,2
2923,감동,2
2924,비례,2
2926,크게,2
2928,어쩌면,3
2929,오히려,3
2930,관객,2
2931,눈높이,3
2932,그때,2
2934,스토리,3
2936,시각,2
2937,기술,2
2938,한계,2
2939,체험,2
2940,시간,2
2942,기적,2
2943,우리,2
2944,극장,2
2945,이유,2
2947,세계관,3
2949,캐릭터,3
2950,액션,2
2951,요정,2
2952,가족,2
2953,버전,2
2954,타이타닉,4
2955,느낌,2
2958,볼라,2
2959,대작,2
2960,느낌,2
2961,자꾸,2
2962,악질,2
2963,해대,2
2965,나비,2
2967,고양이,3
2970,방금,2
2971,그래픽,3
2972,지금,2
2973,시점,2
2975,경험,2
2977,지루함,3
2981,시간,2
2983,고문,2
2984,대박,2
2985,감동,2
2986,시간,2
2987,영상,2
2988,스토리,3
2989,벌써,2
2994,안주,2
2998,외계,2
3004,영상,2
3005,최고,2
3006,신세계,3
3007,느낌,2
3008,계속,2
3009,감탄,2
3012,스토리,3
3013,여운,2
3014,남진,2
3015,이건,2
3016,영상,2
3017,예술,2
3018,의미,2
3020,의미,2
3022,스토리,3
3024,기술,2
3025,영상,2
3028,압도,2
3029,스쿠버다이빙,6
3030,바다,2
3031,영상,2
3033,인정,2
3034,재미,2
3035,스토리,3
3037,글쎄,2
3040,어디,2
3041,나비,2
3044,생각,2
3047,판도라,3
3048,편이,2
3049,인지,2
3051,조금,2
3052,실망,2
3054,감동,2
3057,나비,2
3059,언어,2
3060,언어,2
3061,창조,2
3063,충격,2
3064,스토리,3
3066,별거,2
3068,시간,2
3069,개쩌,2
3070,아쿠아리움,5
3071,느낌,2
3072,인간,2
3073,풍경,2
3074,감상,2
3076,아부지,3
3078,사람,2
3079,이유,2
3080,동의,2
3082,초당,2
3084,천만원,3
3085,만해,2
3088,시간,2
3089,어찌,2
3090,다시,2
3091,영상,2
3092,매우,2
3093,실감,2
3094,스토리,3
3095,감상,2
3098,감상,2
3100,가성,2
3102,최고,2
3103,경험,2
3104,단돈,2
3105,만원,2
3106,시간,2
3107,이건,2
3108,최고,2
3109,전자,2
3110,제품,2
3111,매장,2
3112,모습,2
3113,시간,2
3114,극장,2
3115,존재,2
3116,이유,2
3117,존잼,2
3118,대유,2
3120,방금,2
3122,싶돠,2
3123,스토리,3
3125,그래픽,3
3126,최고,2
3127,판도라,3
3128,행성,2
3129,실존,2
3131,액션,2
3132,인상,2
3133,이지,2
3135,밀도,2
3136,액션,2
3137,걸작,2
3139,아바,2
3141,대박,2
3143,최고,2
3145,속편,2
3146,커서,2
3147,경이,2
3148,기술,2
3150,장난,2
3151,중간,2
3152,중간,2
3153,스토리,3
3154,개연,2
3155,카메론,3
3156,카메론,3
3157,감사,2
3158,박수,2
3160,존재,2
3161,이유,2
3163,영상,2
3165,아트,2
3166,매우,2
3169,울면,2
3172,충격,2
3173,감동,2
3174,과연,2
3177,잠시,2
3178,의심,2
3180,회초리,3
3182,추천,2
3183,전형,2
3184,스토리,3
3185,전무후무,4
3186,그래픽,3
3187,최고,2
3189,감동,2
3190,판도라,3
3191,나비,2
3193,섭외,2
3195,공감,2
3198,그래픽,3
3200,이야기,3
3201,측면,2
3205,기다림,3
3206,스토리,3
3208,초점,2
3209,반했어,3
3210,기대,2
3211,다른,2
3212,비교,2
3215,비교,2
3216,서사,2
3217,살짝,2
3218,가기,2
3220,교두보,3
3221,역할,2
3222,장점,2
3224,단점,2
3228,시간,2
3230,순삭,2
3231,감동,2
3232,재미,2
3233,몰입,2
3234,아아,2
3235,무조건,3
3237,이상,2
3238,치가,2
3243,완벽,2
3244,자체,2
3245,스토리,3
3246,부분,2
3248,영상,2
3249,오락,2
3250,로써,2
3252,만점,2
3253,스토리,3
3256,감동,2
3257,바다,2
3259,영상,2
3261,느낌,2
3262,최고,2
3263,시간,2
3267,존재,2
3268,이유,2
3269,바다,2
3271,환상,2
3272,자체,2
3273,시간,2
3274,프레임,3
3276,역대,2
3277,눈요기,3
3280,인정,2
3281,스토리,3
3282,광고,2
3284,조금,2
3286,스토리,3
3287,개연,2
3288,성과,2
3289,연관,2
3290,그래픽,3
3291,오지,2
3292,시간,2
3293,디스커버리,5
3294,자연,2
3295,다큐,2
3299,굳이,2
3301,평점,2
3302,제작비,3
3303,조원,2
3304,배우,2
3306,고비,2
3308,굳이,2
3310,러닝,2
3311,타임,2
3313,볼거리,3
3315,사실,2
3316,기억,2
3318,영상,2
3319,홀린,2
3320,듯이,2
3322,시간,2
3324,진심,2
3325,아이맥스,4
3327,소름,2
3330,다시,2
3331,상상,2
3334,현실,2
3335,이상,2
3336,작품,2
3337,압도,2
3338,누가,2
3340,시간,2
3342,감탄,2
3343,최고,2
3344,시간,2
3346,몰입,2
3347,압도,2
3348,수준,2
3351,최고,2
3352,시간,2
3354,표값,2
3356,그래픽,3
3357,판도라,3
3358,부족,2
3359,가족,2
3360,실사,2
3361,다큐,2
3362,느낌,2
3363,무조건,3
3366,후속작,3
3367,연출,2
3368,영상,2
3369,나비,2
3371,다큐,2
3372,최고,2
3373,촬영,2
3376,자랑,2
3377,특별,2
3379,관람,2
3380,평점,2
3381,심야,2
3383,방금,2
3386,짱짱,2
3387,분간,2
3388,화면,2
3390,압도,2
3391,시간,2
3394,고속,2
3395,순삭,2
3396,시간,2
3397,화장실,3
3398,사람,2
3399,명도,2
3400,이상,2
3401,최고,2
3402,시간,2
3405,스토리,3
3406,무엇,2
3407,시간,2
3408,시간,2
3409,최고,2
3410,여운,2
3411,가시,2
3415,듭니,2
3417,천만,2
3418,돌파,2
3421,별로,2
3422,등장인물,4
3423,몰입,2
3427,배우,2
3428,감독,2
3430,생각,2
3432,내용,2
3433,시간,2
3434,영상,2
3436,서사,2
3437,그래픽,3
3440,시간,2
3441,나비,2
3443,체험,2
3444,느낌,2
3445,압도,2
3446,묘사,2
3447,편집,2
3448,전개,2
3453,시간,2
3454,시간,2
3457,좀더,2
3458,압축,2
3459,스토리,3
3460,전달,2
3461,압도,2
3462,퀄리티,3
3464,러닝,2
3465,타임,2
3466,무지막지,4
3468,명불허전,4
3469,최고,2
3470,질감,2
3473,좔좔,2
3474,관용,2
3481,절반,2
3483,행위,2
3484,액션씬,3
3485,다시,2
3486,판도라,3
3487,행성,2
3488,여행,2
3490,그것,2
3491,충분,2
3492,다른,2
3493,나라,2
3494,여행,2
3495,기분,2
3496,최고,2
3497,사람,2
3498,자기,2
3501,스케일,3
3502,퀄리티,3
3503,기회,2
3506,일이,2
3507,바다,2
3508,최고,2
3509,최고,2
3510,아이맥스,4
3512,무조건,3
3513,추천,2
3514,최고,2
3515,최고,2
3516,최고,2
3517,올해,2
3518,최고,2
3520,최고,2
3521,무조건,3
3523,아쿠아리움,5
3525,최고,2
3526,다만,2
3527,스토리,3
3531,스크린,3
3532,생각,2
3533,최고,2
3534,존경,2
3536,최고,2
3538,최고,2
3541,연출,2
3542,모든,2
3543,예매,2
3545,아이맥스,4
3546,생각,2
3547,나니,2
3549,전혀,2
3551,호강,2
3552,황홀,2
3554,자체,2
3556,손해,2
3557,디스커버리,5
3558,주년,2
3559,기념,2
3560,다큐,2
3562,감동,2
3563,재미,2
3565,생각,2
3566,가족,2
3567,스토리,3
3568,비슷비슷,4
3571,최고,2
3573,호강,2
3574,인간,2
3576,압도,2
3577,비주,2
3579,체험,2
3580,하란,2
3582,스토리,3
3584,이야기,3
3586,빌드업,3
3588,수도,2
3590,사람,2
3591,라면,2
3594,눈치,2
3597,시간,2
3598,스토리,3
3599,볼거리,3
3600,압도,2
3601,판도라,3
3602,바다,2
3603,시간,2
3604,조금,2
3605,막판,2
3606,시간,2
3607,전투씬,3
3608,타이타닉,4
3609,감독,2
3610,선사,2
3611,타이타닉,4
3612,수중씬,3
3613,몰입도,3
3614,최고,2
3615,비주,2
3617,대한,2
3618,감탄,2
3619,분만,2
3620,이야기,3
3621,시간,2
3624,몰입,2
3625,환자,2
3628,교감,2
3632,크란,2
3633,안전,2
3634,운전,2
3635,자꾸나,3
3637,영상,2
3638,스토리,3
3639,편이,2
3640,예고편,3
3641,미리,2
3642,기분,2
3644,최고,2
3648,완벽,2
3650,필요,2
3651,추천,2
3652,스토리,3
3653,시간,2
3654,벌써,2
3655,시간,2
3656,순식간,3
3657,스토리,3
3658,후퇴,2
